Date;Calendrier Zone A;Calendrier Zone B;Calendrier Zone C;Nom de la période;timestamp_unix
2011-08-16;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1313452800
2011-08-24;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1314144000
2011-09-02;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1314921600
2011-10-29;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1319846400
2011-12-04;Hors Vacances;Hors Vacances;Hors Vacances;;1322956800
2011-12-25;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1324771200
2012-01-10;Hors Vacances;Hors Vacances;Hors Vacances;;1326153600
2012-01-24;Hors Vacances;Hors Vacances;Hors Vacances;;1327363200
2012-02-11;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;1328918400
2012-03-24;Hors Vacances;Hors Vacances;Hors Vacances;;1332547200
2012-03-25;Hors Vacances;Hors Vacances;Hors Vacances;;1332633600
2012-05-29;Hors Vacances;Hors Vacances;Hors Vacances;;1338249600
2012-06-11;Hors Vacances;Hors Vacances;Hors Vacances;;1339372800
2012-06-22;Hors Vacances;Hors Vacances;Hors Vacances;;1340323200
2012-06-26;Hors Vacances;Hors Vacances;Hors Vacances;;1340668800
2012-07-03;Hors Vacances;Hors Vacances;Hors Vacances;;1341273600
2012-07-18;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1342569600
2012-07-26;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1343260800
2012-12-21;Hors Vacances;Hors Vacances;Hors Vacances;;1356048000
2013-02-02;Hors Vacances;Hors Vacances;Hors Vacances;;1359763200
2013-03-30;Hors Vacances;Hors Vacances;Hors Vacances;;1364601600
2013-04-18;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1366243200
2013-04-28;Vacances de printemps;Vacances de printemps;Vacances de printemps;Vacances de printemps;1367107200
2013-05-16;Hors Vacances;Hors Vacances;Hors Vacances;;1368662400
2013-05-21;Hors Vacances;Hors Vacances;Hors Vacances;;1369094400
2013-07-11;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1373500800
2013-08-16;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1376611200
2014-03-22;Hors Vacances;Hors Vacances;Hors Vacances;;1395446400
2014-05-08;Vacances de printemps;Hors Vacances;Hors Vacances;Vacances de printemps;1399507200
2014-06-01;Hors Vacances;Hors Vacances;Hors Vacances;;1401580800
2014-06-08;Hors Vacances;Hors Vacances;Hors Vacances;;1402185600
2014-07-24;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1406160000
2014-07-29;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1406592000
2014-08-17;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1408233600
2014-09-17;Hors Vacances;Hors Vacances;Hors Vacances;;1410912000
2014-09-20;Hors Vacances;Hors Vacances;Hors Vacances;;1411171200
2014-09-23;Hors Vacances;Hors Vacances;Hors Vacances;;1411430400
2014-10-26;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1414281600
2015-01-02;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1420156800
2015-04-04;Hors Vacances;Hors Vacances;Hors Vacances;;1428105600
2015-05-26;Hors Vacances;Hors Vacances;Hors Vacances;;1432598400
2015-07-17;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1437091200
2015-10-09;Hors Vacances;Hors Vacances;Hors Vacances;;1444348800
2015-10-20;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1445299200
2015-10-26;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1445817600
2015-11-21;Hors Vacances;Hors Vacances;Hors Vacances;;1448064000
2016-01-15;Hors Vacances;Hors Vacances;Hors Vacances;;1452816000
2016-02-22;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1456099200
2016-03-28;Hors Vacances;Hors Vacances;Hors Vacances;;1459123200
2016-04-01;Hors Vacances;Hors Vacances;Hors Vacances;;1459468800
2016-04-14;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1460592000
2016-05-21;Hors Vacances;Hors Vacances;Hors Vacances;;1463788800
2016-06-14;Hors Vacances;Hors Vacances;Hors Vacances;;1465862400
2016-06-29;Hors Vacances;Hors Vacances;Hors Vacances;;1467158400
2016-08-07;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1470528000
2016-08-17;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1471392000
2016-10-09;Hors Vacances;Hors Vacances;Hors Vacances;;1475971200
2016-12-20;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1482192000
2016-12-23;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1482451200
2017-01-05;Hors Vacances;Hors Vacances;Hors Vacances;;1483574400
2017-04-22;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1492819200
2017-04-23;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1492905600
1990-02-01;Hors Vacances;Hors Vacances;Hors Vacances;;633830400
1990-03-27;Hors Vacances;Hors Vacances;Hors Vacances;;638496000
1990-08-10;Hors Vacances;Hors Vacances;Hors Vacances;;650246400
1990-09-22;Hors Vacances;Hors Vacances;Hors Vacances;;653961600
1991-01-16;Hors Vacances;Hors Vacances;Hors Vacances;;663984000
1991-02-18;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;666835200
1991-03-04;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;668044800
1991-03-14;Hors Vacances;Hors Vacances;Hors Vacances;;668908800
1991-03-29;Hors Vacances;Hors Vacances;Hors Vacances;;670204800
1991-05-04;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;673315200
1991-06-29;Hors Vacances;Hors Vacances;Hors Vacances;;678153600
1991-07-09;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;679017600
1991-08-17;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;682387200
1991-08-26;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;683164800
1991-10-22;Hors Vacances;Hors Vacances;Hors Vacances;;688089600
1991-11-09;Hors Vacances;Hors Vacances;Hors Vacances;;689644800
1991-11-27;Hors Vacances;Hors Vacances;Hors Vacances;;691200000
1991-12-04;Hors Vacances;Hors Vacances;Hors Vacances;;691804800
1991-12-07;Hors Vacances;Hors Vacances;Hors Vacances;;692064000
1991-12-14;Hors Vacances;Hors Vacances;Hors Vacances;;692668800
1992-02-29;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;699321600
1992-04-29;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;704505600
1992-05-06;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;705110400
1992-06-22;Hors Vacances;Hors Vacances;Hors Vacances;;709171200
1992-06-30;Hors Vacances;Hors Vacances;Hors Vacances;;709862400
1992-08-11;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;713491200
1992-08-26;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;714787200
1992-09-02;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;715392000
1992-09-08;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;715910400
1992-10-04;Hors Vacances;Hors Vacances;Hors Vacances;;718156800
1992-11-05;Hors Vacances;Hors Vacances;Hors Vacances;;720921600
1992-12-20;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;724809600
1993-04-07;Hors Vacances;Hors Vacances;Hors Vacances;;734140800
1993-04-09;Hors Vacances;Hors Vacances;Hors Vacances;;734313600
1993-04-12;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;734572800
1993-04-16;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;734918400
1993-05-18;Hors Vacances;Hors Vacances;Hors Vacances;;737683200
1993-07-29;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;743904000
1993-08-08;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;744768000
1993-10-12;Hors Vacances;Hors Vacances;Hors Vacances;;750384000
1993-10-24;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;751420800
1993-11-08;Hors Vacances;Hors Vacances;Hors Vacances;;752716800
1993-12-22;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;756518400
1994-01-02;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;757468800
1994-01-15;Hors Vacances;Hors Vacances;Hors Vacances;;758592000
1994-02-02;Hors Vacances;Hors Vacances;Hors Vacances;;760147200
1994-02-19;Hors Vacances;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;761616000
1994-05-13;Hors Vacances;Hors Vacances;Hors Vacances;;768787200
1994-05-21;Hors Vacances;Hors Vacances;Hors Vacances;;769478400
1994-06-19;Hors Vacances;Hors Vacances;Hors Vacances;;771984000
1994-07-11;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;773884800
1994-07-13;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;774057600
1994-07-19;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;774576000
1994-09-03;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;778550400
1994-09-05;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;778723200
1994-11-07;Hors Vacances;Hors Vacances;Hors Vacances;;784166400
1994-11-28;Hors Vacances;Hors Vacances;Hors Vacances;;785980800
1994-12-25;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;788313600
1995-01-02;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;789004800
1995-02-04;Hors Vacances;Hors Vacances;Hors Vacances;;791856000
1995-04-01;Hors Vacances;Hors Vacances;Hors Vacances;;796694400
1995-05-10;Hors Vacances;Hors Vacances;Hors Vacances;;800064000
1995-05-15;Hors Vacances;Hors Vacances;Hors Vacances;;800496000
1995-06-22;Hors Vacances;Hors Vacances;Hors Vacances;;803779200
1995-06-29;Hors Vacances;Hors Vacances;Hors Vacances;;804384000
1995-06-30;Hors Vacances;Hors Vacances;Hors Vacances;;804470400
1995-07-22;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;806371200
1995-07-31;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;807148800
1995-08-19;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;808790400
1995-09-10;Hors Vacances;Hors Vacances;Hors Vacances;;810691200
1995-09-11;Hors Vacances;Hors Vacances;Hors Vacances;;810777600
1995-09-22;Hors Vacances;Hors Vacances;Hors Vacances;;811728000
1995-12-15;Hors Vacances;Hors Vacances;Hors Vacances;;818985600
1995-12-22;Hors Vacances;Hors Vacances;Hors Vacances;;819590400
1996-01-25;Hors Vacances;Hors Vacances;Hors Vacances;;822528000
1996-01-27;Hors Vacances;Hors Vacances;Hors Vacances;;822700800
1996-02-11;Hors Vacances;Hors Vacances;Hors Vacances;;823996800
1996-04-20;Vacances de printemps;Vacances de printemps;Vacances de printemps;Vacances de printemps;829958400
1996-05-02;Hors Vacances;Hors Vacances;Hors Vacances;;830995200
1996-05-08;Hors Vacances;Hors Vacances;Hors Vacances;;831513600
1996-05-15;Hors Vacances;Hors Vacances;Hors Vacances;;832118400
1996-05-17;Hors Vacances;Hors Vacances;Hors Vacances;;832291200
1996-06-04;Hors Vacances;Hors Vacances;Hors Vacances;;833846400
1996-06-05;Hors Vacances;Hors Vacances;Hors Vacances;;833932800
1996-06-07;Hors Vacances;Hors Vacances;Hors Vacances;;834105600
1996-09-25;Hors Vacances;Hors Vacances;Hors Vacances;;843609600
1996-10-30;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;846633600
1996-10-31;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;846720000
1996-11-05;Hors Vacances;Hors Vacances;Hors Vacances;;847152000
1996-12-15;Hors Vacances;Hors Vacances;Hors Vacances;;850608000
1997-01-27;Hors Vacances;Hors Vacances;Hors Vacances;;854323200
1997-01-29;Hors Vacances;Hors Vacances;Hors Vacances;;854496000
1997-02-26;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;856915200
1997-04-19;Vacances de printemps;Vacances de printemps;Vacances de printemps;Vacances de printemps;861408000
1997-05-02;Hors Vacances;Hors Vacances;Hors Vacances;;862531200
1997-06-13;Hors Vacances;Hors Vacances;Hors Vacances;;866160000
1997-06-17;Hors Vacances;Hors Vacances;Hors Vacances;;866505600
1997-07-16;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;869011200
1997-10-27;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;877910400
1997-11-01;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;878342400
1997-11-17;Hors Vacances;Hors Vacances;Hors Vacances;;879724800
1997-12-28;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;883267200
1998-02-04;Hors Vacances;Hors Vacances;Hors Vacances;;886550400
1998-04-10;Vacances de printemps;Hors Vacances;Vacances de printemps;Vacances de printemps;892166400
1998-04-12;Vacances de printemps;Vacances de printemps;Vacances de printemps;Vacances de printemps;892339200
1998-06-27;Hors Vacances;Hors Vacances;Hors Vacances;;898905600
1998-07-12;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;900201600
1998-07-23;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;901152000
1998-09-06;Hors Vacances;Hors Vacances;Hors Vacances;;905040000
1998-09-26;Hors Vacances;Hors Vacances;Hors Vacances;;906768000
1998-10-22;Hors Vacances;Hors Vacances;Hors Vacances;;909014400
1998-10-30;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;909705600
1999-01-17;Hors Vacances;Hors Vacances;Hors Vacances;;916531200
1999-01-20;Hors Vacances;Hors Vacances;Hors Vacances;;916790400
1999-02-05;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;918172800
1999-03-25;Hors Vacances;Hors Vacances;Hors Vacances;;922320000
1999-05-16;Hors Vacances;Hors Vacances;Hors Vacances;;926812800
1999-05-29;Hors Vacances;Hors Vacances;Hors Vacances;;927936000
2017-05-25;Hors Vacances;Hors Vacances;Hors Vacances;;1495670400
2017-07-09;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1499558400
2017-08-04;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1501804800
2017-08-16;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1502841600
2017-09-05;Hors Vacances;Hors Vacances;Hors Vacances;;1504569600
2017-10-07;Hors Vacances;Hors Vacances;Hors Vacances;;1507334400
2017-10-23;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1508716800
2017-10-26;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1508976000
2017-11-23;Hors Vacances;Hors Vacances;Hors Vacances;;1511395200
2017-12-17;Hors Vacances;Hors Vacances;Hors Vacances;;1513468800
2018-01-03;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1514937600
2018-02-08;Hors Vacances;Hors Vacances;Hors Vacances;;1518048000
2018-03-03;Hors Vacances;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;1520035200
2018-03-24;Hors Vacances;Hors Vacances;Hors Vacances;;1521849600
2018-05-02;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1525219200
2018-05-03;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1525305600
2018-05-09;Hors Vacances;Hors Vacances;Hors Vacances;;1525824000
2018-05-16;Hors Vacances;Hors Vacances;Hors Vacances;;1526428800
2018-05-27;Hors Vacances;Hors Vacances;Hors Vacances;;1527379200
2018-06-08;Hors Vacances;Hors Vacances;Hors Vacances;;1528416000
2018-06-17;Hors Vacances;Hors Vacances;Hors Vacances;;1529193600
2018-06-22;Hors Vacances;Hors Vacances;Hors Vacances;;1529625600
2018-07-07;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1530921600
2018-07-31;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1532995200
2018-08-13;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1534118400
2018-08-24;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1535068800
2018-09-10;Hors Vacances;Hors Vacances;Hors Vacances;;1536537600
2018-09-17;Hors Vacances;Hors Vacances;Hors Vacances;;1537142400
2018-10-18;Hors Vacances;Hors Vacances;Hors Vacances;;1539820800
2018-11-21;Hors Vacances;Hors Vacances;Hors Vacances;;1542758400
2018-12-14;Hors Vacances;Hors Vacances;Hors Vacances;;1544745600
2018-12-17;Hors Vacances;Hors Vacances;Hors Vacances;;1545004800
2018-12-24;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1545609600
2018-12-30;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1546128000
2019-02-17;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1550361600
2019-04-26;Vacances de printemps;Hors Vacances;Vacances de printemps;Vacances de printemps;1556236800
2019-05-10;Hors Vacances;Hors Vacances;Hors Vacances;;1557446400
2019-05-17;Hors Vacances;Hors Vacances;Hors Vacances;;1558051200
2019-05-25;Hors Vacances;Hors Vacances;Hors Vacances;;1558742400
2019-06-07;Hors Vacances;Hors Vacances;Hors Vacances;;1559865600
2019-06-13;Hors Vacances;Hors Vacances;Hors Vacances;;1560384000
2019-07-26;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1564099200
2019-07-28;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1564272000
2019-10-29;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1572307200
2019-11-16;Hors Vacances;Hors Vacances;Hors Vacances;;1573862400
2019-11-18;Hors Vacances;Hors Vacances;Hors Vacances;;1574035200
2019-11-28;Hors Vacances;Hors Vacances;Hors Vacances;;1574899200
2020-02-13;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1581552000
2020-03-21;Hors Vacances;Hors Vacances;Hors Vacances;;1584748800
2020-04-30;Vacances de printemps;Hors Vacances;Hors Vacances;Vacances de printemps;1588204800
2020-09-14;Hors Vacances;Hors Vacances;Hors Vacances;;1600041600
2020-09-22;Hors Vacances;Hors Vacances;Hors Vacances;;1600732800
2020-09-26;Hors Vacances;Hors Vacances;Hors Vacances;;1601078400
2020-09-30;Hors Vacances;Hors Vacances;Hors Vacances;;1601424000
2020-11-29;Hors Vacances;Hors Vacances;Hors Vacances;;1606608000
2021-03-15;Hors Vacances;Hors Vacances;Hors Vacances;;1615766400
2021-04-07;Hors Vacances;Hors Vacances;Hors Vacances;;1617753600
