destination_name,departure_status,real_arrival,real_departure,ArRTown,temperature_2m,precipitation,rain,snowfall,wind_speed_10m,wind_gusts_10m,visibility,is_day,Date,day_of_week,day_type,is_bank_holiday,is_holiday,saturday,sunday,is_weekend,is_weekend_or_bank_holiday,pourc_validations
Nation,onTime,2024-11-02 23:36:00,2024-11-02 23:36:00,Paris 9e,11.2,0.0,0.0,0.0,10.31,21.24,31100.0,False,2024-11-02,5,SAVS,0,1,1,0,1,1,7.15
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-02 23:39:09,2024-11-02 23:39:09,Paris 9e,11.3,0.0,0.0,0.0,10.48,20.88,31200.0,False,2024-11-02,5,SAVS,0,1,1,0,1,1,7.15
Nation,onTime,2024-11-02 23:42:10,2024-11-02 23:42:10,Paris 9e,11.3,0.0,0.0,0.0,10.48,20.88,31200.0,False,2024-11-02,5,SAVS,0,1,1,0,1,1,7.15
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-02 23:43:45,2024-11-02 23:43:45,Paris 9e,11.3,0.0,0.0,0.0,10.48,20.88,31200.0,False,2024-11-02,5,SAVS,0,1,1,0,1,1,7.15
Nation,onTime,2024-11-02 23:46:10,2024-11-02 23:46:10,Paris 9e,11.3,0.0,0.0,0.0,10.48,20.88,31200.0,False,2024-11-02,5,SAVS,0,1,1,0,1,1,7.15
Nation,onTime,2024-11-03 00:34:12,2024-11-03 00:34:12,Paris 9e,11.35,0.0,0.0,0.0,9.83,21.96,29680.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.11
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 00:35:22,2024-11-03 00:35:22,Paris 9e,11.35,0.0,0.0,0.0,9.83,21.96,29680.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.11
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 00:44:32,2024-11-03 00:44:32,Paris 9e,11.3,0.0,0.0,0.0,9.5,22.68,28840.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.11
Nation,onTime,2024-11-03 00:44:52,2024-11-03 00:44:52,Paris 9e,11.3,0.0,0.0,0.0,9.5,22.68,28840.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.11
Nation,onTime,2024-11-03 00:53:12,2024-11-03 00:53:12,Paris 9e,11.2,0.0,0.0,0.0,9.34,23.04,28020.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.11
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 00:53:32,2024-11-03 00:53:32,Paris 9e,11.2,0.0,0.0,0.0,9.34,23.04,28020.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.11
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 01:03:02,2024-11-03 01:03:02,Paris 9e,11.2,0.0,0.0,0.0,9.34,23.04,28020.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,0.22
Nation,onTime,2024-11-03 04:34:03,2024-11-03 04:34:03,Paris 9e,9.95,0.0,0.0,0.0,8.12,20.52,23540.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,0.0
Nation,onTime,2024-11-03 04:38:03,2024-11-03 04:38:03,Paris 9e,9.95,0.0,0.0,0.0,7.64,19.08,23220.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,0.0
Nation,onTime,2024-11-03 04:42:03,2024-11-03 04:42:03,Paris 9e,9.95,0.0,0.0,0.0,7.64,19.08,23220.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,0.0
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 04:50:03,2024-11-03 04:50:03,Paris 9e,9.95,0.0,0.0,0.0,7.64,19.08,23220.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,0.0
Nation,onTime,2024-11-03 04:52:03,2024-11-03 04:52:03,Paris 9e,9.95,0.0,0.0,0.0,7.64,19.08,23220.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,0.0
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 04:59:03,2024-11-03 04:59:03,Paris 9e,9.9,0.0,0.0,0.0,7.59,18.0,22900.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,0.0
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 05:08:03,2024-11-03 05:08:03,Paris 9e,9.9,0.0,0.0,0.0,7.59,17.64,22460.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.91
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 05:16:03,2024-11-03 05:16:03,Paris 9e,9.9,0.0,0.0,0.0,7.59,17.64,22460.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.91
Nation,onTime,2024-11-03 05:36:06,2024-11-03 05:36:06,Paris 9e,9.9,0.0,0.0,0.0,8.05,17.28,22020.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.91
Porte Dauphine (Maréchal de Lattre de Tassigny),delayed,2024-11-03 05:41:06,2024-11-03 05:41:06,Paris 9e,9.9,0.0,0.0,0.0,8.56,16.92,21560.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.91
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 05:42:16,2024-11-03 05:42:16,Paris 9e,9.9,0.0,0.0,0.0,8.56,16.92,21560.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.91
Nation,onTime,2024-11-03 05:45:06,2024-11-03 05:45:06,Paris 9e,9.9,0.0,0.0,0.0,8.56,16.92,21560.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.91
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 05:48:26,2024-11-03 05:48:26,Paris 9e,9.9,0.0,0.0,0.0,8.56,16.92,21560.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.91
Nation,onTime,2024-11-03 05:54:06,2024-11-03 05:54:06,Paris 9e,9.85,0.0,0.0,0.0,8.65,16.56,21120.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.91
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 05:54:50,2024-11-03 05:54:50,Paris 9e,9.85,0.0,0.0,0.0,8.65,16.56,21120.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.91
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 06:00:50,2024-11-03 06:00:50,Paris 9e,9.85,0.0,0.0,0.0,8.65,16.56,21120.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.82
Nation,onTime,2024-11-03 06:27:40,2024-11-03 06:27:40,Paris 9e,9.7,0.0,0.0,0.0,8.89,18.36,17740.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,1.82
