destination_name,departure_status,scheduled_arrival,real_arrival,scheduled_departure,real_departure,arrival_difference,departure_difference,ArRTown,nearest_datetime,95,98,E10,gazole,temperature_2m,precipitation,rain,snowfall,wind_speed_10m,wind_gusts_10m,visibility,is_day,Date,day_of_week,day_type,is_bank_holiday,is_holiday,saturday,sunday,is_weekend,is_weekend_or_bank_holiday,pourc_validations
Malesherbes,delayed,2024-10-30 16:26:20,2024-10-30 16:40:10,2024-10-30 16:26:50,2024-10-30 16:40:40,13.83,13.83,Buno-Bonnevaux,2024-10-30 16:26:20,1.76,1.82,1.72,1.63,14.0,0.0,0.0,0.0,7.52,16.2,18840.0,True,2024-10-30,2,JOVS,0,1,0,0,0,0,4.69
Gare de Juvisy,delayed,2024-10-30 16:57:20,2024-10-30 17:07:29,2024-10-30 16:57:50,2024-10-30 17:07:59,10.15,10.15,Buno-Bonnevaux,2024-10-30 16:57:20,1.76,1.82,1.72,1.63,13.75,0.0,0.0,0.0,6.83,16.56,16520.0,False,2024-10-30,2,JOVS,0,1,0,0,0,0,4.69
Malesherbes,delayed,2024-10-30 17:01:40,2024-10-30 17:11:06,2024-10-30 17:02:10,2024-10-30 17:11:36,9.43,9.43,Buno-Bonnevaux,2024-10-30 17:01:40,1.76,1.82,1.72,1.63,13.75,0.0,0.0,0.0,6.83,16.56,16520.0,False,2024-10-30,2,JOVS,0,1,0,0,0,0,4.56
Gare de Juvisy,delayed,2024-10-30 17:27:20,2024-10-30 17:33:10,2024-10-30 17:27:50,2024-10-30 17:33:40,5.83,5.83,Buno-Bonnevaux,2024-10-30 17:27:20,1.76,1.82,1.72,1.63,13.55,0.0,0.0,0.0,6.83,14.76,13540.0,False,2024-10-30,2,JOVS,0,1,0,0,0,0,4.56
Malesherbes,onTime,2024-11-02 20:56:20,2024-11-02 21:01:19,2024-11-02 20:56:50,2024-11-02 21:01:49,4.98,4.98,Buno-Bonnevaux,2024-11-02 20:56:20,1.76,1.82,1.72,1.64,11.2,0.0,0.0,0.0,8.91,16.2,32680.0,False,2024-11-02,5,SAVS,0,1,1,0,1,1,
Malesherbes,onTime,2024-11-02 21:41:20,2024-11-02 21:42:10,2024-11-02 21:41:50,2024-11-02 21:42:40,0.83,0.83,Buno-Bonnevaux,2024-11-02 21:41:20,1.76,1.82,1.72,1.64,11.2,0.0,0.0,0.0,9.83,19.8,31700.0,False,2024-11-02,5,SAVS,0,1,1,0,1,1,
Malesherbes,onTime,2024-11-02 22:41:20,2024-11-02 22:41:20,2024-11-02 22:41:50,2024-11-02 22:41:50,0.0,0.0,Buno-Bonnevaux,2024-11-02 22:41:20,1.76,1.82,1.72,1.64,11.05,0.0,0.0,0.0,10.54,21.24,31000.0,False,2024-11-02,5,SAVS,0,1,1,0,1,1,
Gare de Juvisy,onTime,2024-11-03 05:32:20,2024-11-03 05:32:20,2024-11-03 05:32:50,2024-11-03 05:32:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 05:32:20,1.76,1.82,1.72,1.64,9.9,0.0,0.0,0.0,8.05,17.28,22020.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,0.18
Malesherbes,onTime,2024-11-03 05:41:20,2024-11-03 05:41:20,2024-11-03 05:41:50,2024-11-03 05:41:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 05:41:20,1.76,1.82,1.72,1.64,9.9,0.0,0.0,0.0,8.56,16.92,21560.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,0.18
Gare de Juvisy,onTime,2024-11-03 06:32:20,2024-11-03 06:32:13,2024-11-03 06:32:50,2024-11-03 06:32:50,-0.12,0.0,Buno-Bonnevaux,2024-11-03 06:32:20,1.76,1.82,1.72,1.64,9.7,0.0,0.0,0.0,8.89,18.36,17740.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.76
Malesherbes,onTime,2024-11-03 06:56:20,2024-11-03 06:56:20,2024-11-03 06:56:50,2024-11-03 06:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 06:56:20,1.76,1.82,1.72,1.64,9.55,0.0,0.0,0.0,8.89,19.8,14360.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.76
Gare de Juvisy,onTime,2024-11-03 07:32:20,2024-11-03 07:32:42,2024-11-03 07:32:50,2024-11-03 07:33:12,0.37,0.37,Buno-Bonnevaux,2024-11-03 07:32:20,1.76,1.82,1.72,1.64,9.7,0.0,0.0,0.0,7.34,18.72,15520.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,7.0
Malesherbes,onTime,2024-11-03 07:56:20,2024-11-03 07:56:20,2024-11-03 07:56:50,2024-11-03 07:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 07:56:20,1.76,1.82,1.72,1.64,9.85,0.0,0.0,0.0,6.49,17.28,16680.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,7.0
Gare de Juvisy,onTime,2024-11-03 08:32:20,2024-11-03 08:34:10,2024-11-03 08:32:50,2024-11-03 08:34:40,1.83,1.83,Buno-Bonnevaux,2024-11-03 08:32:20,1.76,1.82,1.72,1.64,9.85,0.0,0.0,0.0,7.93,17.64,18540.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,7.92
Malesherbes,onTime,2024-11-03 08:56:20,2024-11-03 08:56:20,2024-11-03 08:56:50,2024-11-03 08:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 08:56:20,1.76,1.82,1.72,1.64,9.8,0.0,0.0,0.0,9.83,17.64,20380.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,7.92
Gare de Juvisy,onTime,2024-11-03 09:32:20,2024-11-03 09:32:42,2024-11-03 09:32:50,2024-11-03 09:33:12,0.37,0.37,Buno-Bonnevaux,2024-11-03 09:32:20,1.76,1.82,1.72,1.64,10.05,0.0,0.0,0.0,10.04,18.72,21840.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,7.92
Malesherbes,onTime,2024-11-03 09:56:20,2024-11-03 09:56:20,2024-11-03 09:56:50,2024-11-03 09:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 09:56:20,1.76,1.82,1.72,1.64,10.3,0.0,0.0,0.0,9.57,19.8,23280.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,7.92
Gare de Juvisy,onTime,2024-11-03 10:32:20,2024-11-03 10:32:13,2024-11-03 10:32:50,2024-11-03 10:32:50,-0.12,0.0,Buno-Bonnevaux,2024-11-03 10:32:20,1.76,1.82,1.72,1.64,10.6,0.0,0.0,0.0,9.5,19.8,25420.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.5
Malesherbes,onTime,2024-11-03 10:56:20,2024-11-03 10:56:20,2024-11-03 10:56:50,2024-11-03 10:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 10:56:20,1.76,1.82,1.72,1.64,10.85,0.0,0.0,0.0,9.02,19.44,27540.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.5
Gare de Juvisy,onTime,2024-11-03 11:32:20,2024-11-03 11:32:48,2024-11-03 11:32:50,2024-11-03 11:33:18,0.47,0.47,Buno-Bonnevaux,2024-11-03 11:32:20,1.76,1.82,1.72,1.64,10.95,0.0,0.0,0.0,8.71,19.44,24680.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.5
Malesherbes,onTime,2024-11-03 11:56:20,2024-11-03 11:56:38,2024-11-03 11:56:50,2024-11-03 11:57:08,0.3,0.3,Buno-Bonnevaux,2024-11-03 11:56:20,1.76,1.82,1.72,1.64,10.95,0.0,0.0,0.0,8.4,19.08,21800.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.5
Gare de Juvisy,onTime,2024-11-03 12:32:20,2024-11-03 12:33:04,2024-11-03 12:32:50,2024-11-03 12:33:34,0.73,0.73,Buno-Bonnevaux,2024-11-03 12:32:20,1.76,1.82,1.72,1.64,11.1,0.0,0.0,0.0,7.9,18.36,25180.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,4.79
Malesherbes,onTime,2024-11-03 12:56:20,2024-11-03 12:57:40,2024-11-03 12:56:50,2024-11-03 12:58:10,1.33,1.33,Buno-Bonnevaux,2024-11-03 12:56:20,1.76,1.82,1.72,1.64,11.2,0.0,0.0,0.0,7.73,17.28,28560.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,4.79
Gare de Juvisy,onTime,2024-11-03 13:32:20,2024-11-03 13:32:12,2024-11-03 13:32:50,2024-11-03 13:32:50,-0.13,0.0,Buno-Bonnevaux,2024-11-03 13:32:20,1.76,1.82,1.72,1.64,11.45,0.0,0.0,0.0,7.75,16.92,30240.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.5
Malesherbes,onTime,2024-11-03 13:56:20,2024-11-03 13:57:03,2024-11-03 13:56:50,2024-11-03 13:57:33,0.72,0.72,Buno-Bonnevaux,2024-11-03 13:56:20,1.76,1.82,1.72,1.64,11.6,0.0,0.0,0.0,7.52,16.56,31920.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.5
Gare de Juvisy,onTime,2024-11-03 14:32:20,2024-11-03 14:32:20,2024-11-03 14:32:50,2024-11-03 14:32:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 14:32:20,1.76,1.82,1.72,1.64,11.7,0.0,0.0,0.0,7.75,16.56,29520.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,5.34
Malesherbes,onTime,2024-11-03 14:56:20,2024-11-03 14:56:20,2024-11-03 14:56:50,2024-11-03 14:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 14:56:20,1.76,1.82,1.72,1.64,11.65,0.0,0.0,0.0,7.73,16.92,27120.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,5.34
Gare de Juvisy,onTime,2024-11-03 15:32:20,2024-11-03 15:32:20,2024-11-03 15:32:50,2024-11-03 15:32:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 15:32:20,1.76,1.82,1.72,1.64,11.35,0.0,0.0,0.0,7.41,16.56,23680.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.87
Malesherbes,onTime,2024-11-03 15:56:20,2024-11-03 15:56:20,2024-11-03 15:56:50,2024-11-03 15:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 15:56:20,1.76,1.82,1.72,1.64,10.9,0.0,0.0,0.0,7.1,15.84,20240.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,3.87
Gare de Juvisy,onTime,2024-11-03 16:32:20,2024-11-03 16:32:27,2024-11-03 16:32:50,2024-11-03 16:32:57,0.12,0.12,Buno-Bonnevaux,2024-11-03 16:32:20,1.76,1.82,1.72,1.64,10.65,0.0,0.0,0.0,7.1,15.12,18100.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,13.26
Malesherbes,onTime,2024-11-03 16:56:20,2024-11-03 16:56:20,2024-11-03 16:56:50,2024-11-03 16:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 16:56:20,1.76,1.82,1.72,1.64,10.35,0.0,0.0,0.0,6.92,14.4,15940.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,13.26
Gare de Juvisy,onTime,2024-11-03 17:32:20,2024-11-03 17:32:39,2024-11-03 17:32:50,2024-11-03 17:33:09,0.32,0.32,Buno-Bonnevaux,2024-11-03 17:32:20,1.76,1.82,1.72,1.64,10.0,0.0,0.0,0.0,6.29,14.04,19000.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,16.94
Malesherbes,onTime,2024-11-03 17:56:20,2024-11-03 17:57:02,2024-11-03 17:56:50,2024-11-03 17:57:32,0.7,0.7,Buno-Bonnevaux,2024-11-03 17:56:20,1.76,1.82,1.72,1.64,9.7,0.0,0.0,0.0,5.35,13.68,22060.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,16.94
Gare de Juvisy,onTime,2024-11-03 18:32:20,2024-11-03 18:34:40,2024-11-03 18:32:50,2024-11-03 18:35:10,2.33,2.33,Buno-Bonnevaux,2024-11-03 18:32:20,1.76,1.82,1.72,1.64,9.65,0.0,0.0,0.0,5.01,12.96,21220.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,11.97
Malesherbes,onTime,2024-11-03 18:56:20,2024-11-03 18:56:20,2024-11-03 18:56:50,2024-11-03 18:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 18:56:20,1.76,1.82,1.72,1.64,9.6,0.0,0.0,0.0,4.68,12.24,20380.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,11.97
Gare de Juvisy,onTime,2024-11-03 19:28:20,2024-11-03 19:28:30,2024-11-03 19:28:50,2024-11-03 19:29:00,0.17,0.17,Buno-Bonnevaux,2024-11-03 19:28:20,1.76,1.82,1.72,1.64,9.45,0.0,0.0,0.0,4.68,10.8,17980.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,5.52
Malesherbes,onTime,2024-11-03 19:56:20,2024-11-03 19:56:20,2024-11-03 19:56:50,2024-11-03 19:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 19:56:20,1.76,1.82,1.72,1.64,9.2,0.0,0.0,0.0,4.35,9.0,15580.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,5.52
Malesherbes,onTime,2024-11-03 20:56:20,2024-11-03 20:56:20,2024-11-03 20:56:50,2024-11-03 20:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 20:56:20,1.76,1.82,1.72,1.64,8.3,0.0,0.0,0.0,1.84,7.92,7200.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,2.03
Malesherbes,onTime,2024-11-03 21:41:20,2024-11-03 21:41:20,2024-11-03 21:41:50,2024-11-03 21:41:50,0.0,0.0,Buno-Bonnevaux,2024-11-03 21:41:20,1.76,1.82,1.72,1.64,7.95,0.0,0.0,0.0,2.19,4.32,6120.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,
Malesherbes,onTime,2024-11-03 22:41:20,2024-11-03 22:41:54,2024-11-03 22:41:50,2024-11-03 22:42:24,0.57,0.57,Buno-Bonnevaux,2024-11-03 22:41:20,1.76,1.82,1.72,1.64,7.6,0.0,0.0,0.0,2.1,3.6,4940.0,False,2024-11-03,6,DIJFP,0,1,0,1,1,1,
Gare de Juvisy,delayed,2024-11-04 04:27:20,2024-11-04 04:39:46,2024-11-04 04:27:50,2024-11-04 04:40:16,12.43,12.43,Buno-Bonnevaux,2024-11-04 04:27:20,1.76,1.82,1.72,1.64,5.95,0.0,0.0,0.0,3.08,8.28,160.0,False,2024-11-04,0,JOHV,0,0,0,0,0,0,0.02
Gare de Juvisy,onTime,2024-11-04 04:42:20,2024-11-04 04:42:20,2024-11-04 04:42:50,2024-11-04 04:42:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 04:42:20,1.76,1.82,1.72,1.64,5.8,0.0,0.0,0.0,2.62,7.92,160.0,False,2024-11-04,0,JOHV,0,0,0,0,0,0,0.02
Gare de Juvisy,onTime,2024-11-04 04:57:20,2024-11-04 04:57:20,2024-11-04 04:57:50,2024-11-04 04:57:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 04:57:20,1.76,1.82,1.72,1.64,5.7,0.0,0.0,0.0,2.28,7.56,160.0,False,2024-11-04,0,JOHV,0,0,0,0,0,0,0.02
Gare de Juvisy,onTime,2024-11-04 05:12:20,2024-11-04 05:13:31,2024-11-04 05:12:50,2024-11-04 05:14:01,1.18,1.18,Buno-Bonnevaux,2024-11-04 05:12:20,1.76,1.82,1.72,1.64,5.75,0.0,0.0,0.0,2.41,7.2,160.0,False,2024-11-04,0,JOHV,0,0,0,0,0,0,14.57
Gare de Juvisy,onTime,2024-11-04 05:27:20,2024-11-04 05:29:00,2024-11-04 05:27:50,2024-11-04 05:29:30,1.67,1.67,Buno-Bonnevaux,2024-11-04 05:27:20,1.76,1.82,1.72,1.64,5.85,0.0,0.0,0.0,3.1,6.84,160.0,False,2024-11-04,0,JOHV,0,0,0,0,0,0,14.57
Gare de Juvisy,onTime,2024-11-04 05:42:20,2024-11-04 05:43:20,2024-11-04 05:42:50,2024-11-04 05:43:50,1.0,1.0,Buno-Bonnevaux,2024-11-04 05:42:20,1.76,1.82,1.72,1.64,5.95,0.0,0.0,0.0,4.07,6.12,140.0,False,2024-11-04,0,JOHV,0,0,0,0,0,0,14.57
Malesherbes,onTime,2024-11-04 05:56:20,2024-11-04 05:56:20,2024-11-04 05:56:50,2024-11-04 05:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 05:56:20,1.76,1.82,1.72,1.64,5.95,0.0,0.0,0.0,4.33,5.76,140.0,False,2024-11-04,0,JOHV,0,0,0,0,0,0,14.57
Gare de Juvisy,onTime,2024-11-04 05:57:20,2024-11-04 05:57:20,2024-11-04 05:57:50,2024-11-04 05:57:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 05:57:20,1.76,1.82,1.72,1.64,5.95,0.0,0.0,0.0,4.33,5.76,140.0,False,2024-11-04,0,JOHV,0,0,0,0,0,0,14.57
Gare de Juvisy,onTime,2024-11-04 06:12:20,2024-11-04 06:12:20,2024-11-04 06:12:50,2024-11-04 06:12:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 06:12:20,1.76,1.82,1.72,1.64,5.9,0.0,0.0,0.0,4.33,6.48,140.0,False,2024-11-04,0,JOHV,0,0,0,0,0,0,27.15
Gare de Juvisy,onTime,2024-11-04 06:27:20,2024-11-04 06:28:30,2024-11-04 06:27:50,2024-11-04 06:29:00,1.17,1.17,Buno-Bonnevaux,2024-11-04 06:27:20,1.76,1.82,1.72,1.64,5.85,0.0,0.0,0.0,4.1,7.2,140.0,False,2024-11-04,0,JOHV,0,0,0,0,0,0,27.15
Malesherbes,onTime,2024-11-04 06:31:40,2024-11-04 06:31:40,2024-11-04 06:32:10,2024-11-04 06:32:10,0.0,0.0,Buno-Bonnevaux,2024-11-04 06:31:40,1.76,1.82,1.72,1.64,5.85,0.0,0.0,0.0,4.1,7.2,140.0,False,2024-11-04,0,JOHV,0,0,0,0,0,0,27.15
Gare de Juvisy,onTime,2024-11-04 06:42:20,2024-11-04 06:44:29,2024-11-04 06:42:50,2024-11-04 06:44:59,2.15,2.15,Buno-Bonnevaux,2024-11-04 06:42:20,1.76,1.82,1.72,1.64,5.75,0.0,0.0,0.0,3.6,7.92,140.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,27.15
Gare de Juvisy,onTime,2024-11-04 06:57:20,2024-11-04 06:57:20,2024-11-04 06:57:50,2024-11-04 06:57:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 06:57:20,1.76,1.82,1.72,1.64,5.65,0.0,0.0,0.0,3.4,8.64,140.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,27.15
Malesherbes,onTime,2024-11-04 07:01:40,2024-11-04 07:01:40,2024-11-04 07:02:10,2024-11-04 07:02:10,0.0,0.0,Buno-Bonnevaux,2024-11-04 07:01:40,1.76,1.82,1.72,1.64,5.65,0.0,0.0,0.0,3.4,8.64,140.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,24.41
Gare de Juvisy,onTime,2024-11-04 07:12:20,2024-11-04 07:12:20,2024-11-04 07:12:50,2024-11-04 07:12:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 07:12:20,1.76,1.82,1.72,1.64,5.65,0.0,0.0,0.0,3.22,8.28,140.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,24.41
Gare de Juvisy,onTime,2024-11-04 07:27:20,2024-11-04 07:28:30,2024-11-04 07:27:50,2024-11-04 07:29:00,1.17,1.17,Buno-Bonnevaux,2024-11-04 07:27:20,1.76,1.82,1.72,1.64,5.6,0.0,0.0,0.0,2.74,7.92,120.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,24.41
Malesherbes,onTime,2024-11-04 07:31:40,2024-11-04 07:32:17,2024-11-04 07:32:10,2024-11-04 07:32:47,0.62,0.62,Buno-Bonnevaux,2024-11-04 07:31:40,1.76,1.82,1.72,1.64,5.6,0.0,0.0,0.0,2.74,7.92,120.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,24.41
Malesherbes,onTime,2024-11-04 08:01:40,2024-11-04 08:01:40,2024-11-04 08:02:10,2024-11-04 08:02:10,0.0,0.0,Buno-Bonnevaux,2024-11-04 08:01:40,1.76,1.82,1.72,1.64,5.8,0.0,0.0,0.0,2.55,7.2,100.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,9.69
Gare de Juvisy,onTime,2024-11-04 08:02:20,2024-11-04 08:04:30,2024-11-04 08:02:50,2024-11-04 08:05:00,2.17,2.17,Buno-Bonnevaux,2024-11-04 08:02:20,1.76,1.82,1.72,1.64,5.8,0.0,0.0,0.0,2.55,7.2,100.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,9.69
Malesherbes,onTime,2024-11-04 08:31:40,2024-11-04 08:31:40,2024-11-04 08:32:10,2024-11-04 08:32:10,0.0,0.0,Buno-Bonnevaux,2024-11-04 08:31:40,1.76,1.82,1.72,1.64,6.75,0.0,0.0,0.0,2.9,7.2,4600.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,9.69
Gare de Juvisy,onTime,2024-11-04 08:32:20,2024-11-04 08:32:30,2024-11-04 08:32:50,2024-11-04 08:33:00,0.17,0.17,Buno-Bonnevaux,2024-11-04 08:32:20,1.76,1.82,1.72,1.64,6.75,0.0,0.0,0.0,2.9,7.2,4600.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,9.69
Malesherbes,onTime,2024-11-04 09:01:40,2024-11-04 09:02:41,2024-11-04 09:02:10,2024-11-04 09:03:11,1.02,1.02,Buno-Bonnevaux,2024-11-04 09:01:40,1.76,1.82,1.72,1.64,7.9,0.0,0.0,0.0,3.32,7.2,9080.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,4.26
Gare de Juvisy,onTime,2024-11-04 09:02:20,2024-11-04 09:02:20,2024-11-04 09:02:50,2024-11-04 09:02:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 09:02:20,1.76,1.82,1.72,1.64,7.9,0.0,0.0,0.0,3.32,7.2,9080.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,4.26
Gare de Juvisy,onTime,2024-11-04 09:32:20,2024-11-04 09:32:20,2024-11-04 09:32:50,2024-11-04 09:32:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 09:32:20,1.76,1.82,1.72,1.64,8.9,0.0,0.0,0.0,3.42,7.92,17860.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,4.26
Malesherbes,onTime,2024-11-04 10:01:40,2024-11-04 10:01:40,2024-11-04 10:02:10,2024-11-04 10:02:10,0.0,0.0,Buno-Bonnevaux,2024-11-04 10:01:40,1.76,1.82,1.72,1.64,9.75,0.0,0.0,0.0,3.55,8.28,26620.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,2.65
Gare de Juvisy,onTime,2024-11-04 10:32:20,2024-11-04 10:32:00,2024-11-04 10:32:50,2024-11-04 10:32:50,-0.33,0.0,Buno-Bonnevaux,2024-11-04 10:32:20,1.76,1.82,1.72,1.64,10.45,0.0,0.0,0.0,3.88,9.72,32900.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,2.65
Malesherbes,onTime,2024-11-04 10:56:20,2024-11-04 10:56:47,2024-11-04 10:56:50,2024-11-04 10:57:17,0.45,0.45,Buno-Bonnevaux,2024-11-04 10:56:20,1.76,1.82,1.72,1.64,11.2,0.0,0.0,0.0,4.45,10.8,39160.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,2.65
Gare de Juvisy,onTime,2024-11-04 11:32:20,2024-11-04 11:32:20,2024-11-04 11:32:50,2024-11-04 11:32:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 11:32:20,1.76,1.82,1.72,1.64,12.4,0.0,0.0,0.0,5.8,11.88,40140.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,1.15
Malesherbes,onTime,2024-11-04 11:56:20,2024-11-04 11:56:20,2024-11-04 11:56:50,2024-11-04 11:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 11:56:20,1.76,1.82,1.72,1.64,13.45,0.0,0.0,0.0,6.85,12.6,41100.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,1.15
Gare de Juvisy,onTime,2024-11-04 12:32:20,2024-11-04 12:33:30,2024-11-04 12:32:50,2024-11-04 12:34:00,1.17,1.17,Buno-Bonnevaux,2024-11-04 12:32:20,1.76,1.82,1.72,1.64,14.0,0.0,0.0,0.0,6.84,14.4,41300.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,1.3
Malesherbes,onTime,2024-11-04 12:56:20,2024-11-04 12:56:33,2024-11-04 12:56:50,2024-11-04 12:57:03,0.22,0.22,Buno-Bonnevaux,2024-11-04 12:56:20,1.76,1.82,1.72,1.64,14.35,0.0,0.0,0.0,6.48,15.84,41500.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,1.3
Gare de Juvisy,onTime,2024-11-04 13:32:20,2024-11-04 13:34:00,2024-11-04 13:32:50,2024-11-04 13:34:30,1.67,1.67,Buno-Bonnevaux,2024-11-04 13:32:20,1.76,1.82,1.72,1.64,14.8,0.0,0.0,0.0,6.48,15.48,41620.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,1.52
Malesherbes,onTime,2024-11-04 13:56:20,2024-11-04 13:56:20,2024-11-04 13:56:50,2024-11-04 13:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 13:56:20,1.76,1.82,1.72,1.64,15.15,0.0,0.0,0.0,6.85,15.12,41740.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,1.52
Gare de Juvisy,onTime,2024-11-04 14:27:20,2024-11-04 14:27:20,2024-11-04 14:27:50,2024-11-04 14:27:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 14:27:20,1.76,1.82,1.72,1.64,15.5,0.0,0.0,0.0,7.59,15.12,44300.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,1.32
Malesherbes,onTime,2024-11-04 14:56:20,2024-11-04 14:56:20,2024-11-04 14:56:50,2024-11-04 14:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 14:56:20,1.76,1.82,1.72,1.64,15.6,0.0,0.0,0.0,7.95,15.12,46860.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,1.32
Malesherbes,onTime,2024-11-04 15:26:20,2024-11-04 15:26:20,2024-11-04 15:26:50,2024-11-04 15:26:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 15:26:20,1.76,1.82,1.72,1.64,15.35,0.0,0.0,0.0,7.21,15.48,40840.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,1.54
Gare de Juvisy,onTime,2024-11-04 15:27:20,2024-11-04 15:27:20,2024-11-04 15:27:50,2024-11-04 15:27:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 15:27:20,1.76,1.82,1.72,1.64,15.35,0.0,0.0,0.0,7.21,15.48,40840.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,1.54
Malesherbes,onTime,2024-11-04 15:56:20,2024-11-04 15:56:20,2024-11-04 15:56:50,2024-11-04 15:56:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 15:56:20,1.76,1.82,1.72,1.64,14.8,0.0,0.0,0.0,6.38,15.84,34820.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,1.54
Gare de Juvisy,onTime,2024-11-04 15:57:20,2024-11-04 15:57:20,2024-11-04 15:57:50,2024-11-04 15:57:50,0.0,0.0,Buno-Bonnevaux,2024-11-04 15:57:20,1.76,1.82,1.72,1.64,14.8,0.0,0.0,0.0,6.38,15.84,34820.0,True,2024-11-04,0,JOHV,0,0,0,0,0,0,1.54
