destination_name,departure_status,scheduled_arrival,real_arrival,scheduled_departure,real_departure,arrival_difference,departure_difference,ArRTown,nearest_datetime,95,98,E10,gazole,temperature_2m,precipitation,rain,snowfall,wind_speed_10m,wind_gusts_10m,visibility,is_day,Date,day_of_week,day_type,is_bank_holiday,is_holiday,saturday,sunday,is_weekend,is_weekend_or_bank_holiday,pourc_validations
Malesherbes,onTime,2024-12-02 15:56:20,2024-12-02 15:56:20,2024-12-02 15:56:50,2024-12-02 15:56:50,0.0,0.0,Buno-Bonnevaux,2024-12-02 15:56:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,1.54
Gare de Juvisy,onTime,2024-12-02 15:57:20,2024-12-02 15:57:20,2024-12-02 15:57:50,2024-12-02 15:57:50,0.0,0.0,Buno-Bonnevaux,2024-12-02 15:57:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,1.54
Malesherbes,onTime,2024-12-02 16:26:20,2024-12-02 16:26:50,2024-12-02 16:26:50,2024-12-02 16:27:20,0.5,0.5,Buno-Bonnevaux,2024-12-02 16:26:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,4.43
Gare de Juvisy,onTime,2024-12-02 16:27:20,2024-12-02 16:27:20,2024-12-02 16:27:50,2024-12-02 16:27:50,0.0,0.0,Buno-Bonnevaux,2024-12-02 16:27:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,4.43
Gare de Juvisy,onTime,2024-12-02 16:57:20,2024-12-02 16:57:20,2024-12-02 16:57:50,2024-12-02 16:57:50,0.0,0.0,Buno-Bonnevaux,2024-12-02 16:57:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,4.43
Malesherbes,onTime,2024-12-02 17:01:40,2024-12-02 17:02:50,2024-12-02 17:02:10,2024-12-02 17:03:20,1.17,1.17,Buno-Bonnevaux,2024-12-02 17:01:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,3.42
Malesherbes,onTime,2024-12-02 17:16:40,2024-12-02 17:18:10,2024-12-02 17:17:10,2024-12-02 17:18:40,1.5,1.5,Buno-Bonnevaux,2024-12-02 17:16:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,3.42
Gare de Juvisy,onTime,2024-12-02 17:27:20,2024-12-02 17:27:42,2024-12-02 17:27:50,2024-12-02 17:28:12,0.37,0.37,Buno-Bonnevaux,2024-12-02 17:27:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,3.42
Malesherbes,delayed,2024-12-02 17:31:40,2024-12-02 17:37:10,2024-12-02 17:32:10,2024-12-02 17:37:40,5.5,5.5,Buno-Bonnevaux,2024-12-02 17:31:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,3.42
Malesherbes,onTime,2024-12-02 17:46:40,2024-12-02 17:47:10,2024-12-02 17:47:10,2024-12-02 17:47:40,0.5,0.5,Buno-Bonnevaux,2024-12-02 17:46:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,3.42
Gare de Juvisy,onTime,2024-12-02 17:57:20,2024-12-02 17:57:20,2024-12-02 17:57:50,2024-12-02 17:57:50,0.0,0.0,Buno-Bonnevaux,2024-12-02 17:57:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,3.42
Malesherbes,onTime,2024-12-02 18:01:40,2024-12-02 18:01:40,2024-12-02 18:02:10,2024-12-02 18:02:10,0.0,0.0,Buno-Bonnevaux,2024-12-02 18:01:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,1.76
Malesherbes,onTime,2024-12-02 18:16:40,2024-12-02 18:20:40,2024-12-02 18:17:10,2024-12-02 18:21:10,4.0,4.0,Buno-Bonnevaux,2024-12-02 18:16:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,1.76
Gare de Juvisy,onTime,2024-12-02 18:27:20,2024-12-02 18:28:30,2024-12-02 18:27:50,2024-12-02 18:29:00,1.17,1.17,Buno-Bonnevaux,2024-12-02 18:27:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,1.76
Malesherbes,onTime,2024-12-02 18:31:40,2024-12-02 18:31:40,2024-12-02 18:32:10,2024-12-02 18:32:10,0.0,0.0,Buno-Bonnevaux,2024-12-02 18:31:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,1.76
Malesherbes,onTime,2024-12-02 18:46:40,2024-12-02 18:46:40,2024-12-02 18:47:10,2024-12-02 18:47:10,0.0,0.0,Buno-Bonnevaux,2024-12-02 18:46:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,1.76
Gare de Juvisy,onTime,2024-12-02 18:57:20,2024-12-02 18:57:20,2024-12-02 18:57:50,2024-12-02 18:57:50,0.0,0.0,Buno-Bonnevaux,2024-12-02 18:57:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,1.76
Malesherbes,onTime,2024-12-02 19:01:40,2024-12-02 19:04:00,2024-12-02 19:02:10,2024-12-02 19:04:30,2.33,2.33,Buno-Bonnevaux,2024-12-02 19:01:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,0.63
Malesherbes,onTime,2024-12-02 19:16:40,2024-12-02 19:17:00,2024-12-02 19:17:10,2024-12-02 19:17:30,0.33,0.33,Buno-Bonnevaux,2024-12-02 19:16:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,0.63
Malesherbes,onTime,2024-12-02 19:31:40,2024-12-02 19:31:40,2024-12-02 19:32:10,2024-12-02 19:32:10,0.0,0.0,Buno-Bonnevaux,2024-12-02 19:31:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,0.63
Malesherbes,onTime,2024-12-02 19:46:40,2024-12-02 19:46:40,2024-12-02 19:47:10,2024-12-02 19:47:10,0.0,0.0,Buno-Bonnevaux,2024-12-02 19:46:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,0.63
Malesherbes,delayed,2024-12-02 20:16:40,2024-12-02 20:24:00,2024-12-02 20:17:10,2024-12-02 20:24:30,7.33,7.33,Buno-Bonnevaux,2024-12-02 20:16:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,0.1
Malesherbes,onTime,2024-12-02 20:46:40,2024-12-02 20:46:40,2024-12-02 20:47:10,2024-12-02 20:47:10,0.0,0.0,Buno-Bonnevaux,2024-12-02 20:46:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,0.1
Malesherbes,onTime,2024-12-02 21:16:40,2024-12-02 21:17:37,2024-12-02 21:17:10,2024-12-02 21:18:07,0.95,0.95,Buno-Bonnevaux,2024-12-02 21:16:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,
Malesherbes,onTime,2024-12-02 21:46:40,2024-12-02 21:46:40,2024-12-02 21:47:10,2024-12-02 21:47:10,0.0,0.0,Buno-Bonnevaux,2024-12-02 21:46:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,
Malesherbes,onTime,2024-12-02 22:41:20,2024-12-02 22:41:20,2024-12-02 22:41:50,2024-12-02 22:41:50,0.0,0.0,Buno-Bonnevaux,2024-12-02 22:41:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-02,0,JOHV,0,0,0,0,0,0,0.1
Gare de Juvisy,delayed,2024-12-03 04:27:20,2024-12-03 04:36:29,2024-12-03 04:27:50,2024-12-03 04:36:59,9.15,9.15,Buno-Bonnevaux,2024-12-03 04:27:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,0.02
Gare de Juvisy,onTime,2024-12-03 04:42:20,2024-12-03 04:42:20,2024-12-03 04:42:50,2024-12-03 04:42:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 04:42:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,0.02
Gare de Juvisy,onTime,2024-12-03 04:57:20,2024-12-03 04:57:20,2024-12-03 04:57:50,2024-12-03 04:57:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 04:57:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,0.02
Gare de Juvisy,onTime,2024-12-03 05:12:20,2024-12-03 05:13:17,2024-12-03 05:12:50,2024-12-03 05:13:47,0.95,0.95,Buno-Bonnevaux,2024-12-03 05:12:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,14.57
Gare de Juvisy,onTime,2024-12-03 05:27:20,2024-12-03 05:29:40,2024-12-03 05:27:50,2024-12-03 05:30:10,2.33,2.33,Buno-Bonnevaux,2024-12-03 05:27:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,14.57
Gare de Juvisy,onTime,2024-12-03 05:42:20,2024-12-03 05:42:20,2024-12-03 05:42:50,2024-12-03 05:42:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 05:42:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,14.57
Malesherbes,onTime,2024-12-03 05:56:20,2024-12-03 05:56:20,2024-12-03 05:56:50,2024-12-03 05:56:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 05:56:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,14.57
Gare de Juvisy,onTime,2024-12-03 05:57:20,2024-12-03 05:57:20,2024-12-03 05:57:50,2024-12-03 05:57:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 05:57:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,14.57
Gare de Juvisy,onTime,2024-12-03 06:12:20,2024-12-03 06:14:15,2024-12-03 06:12:50,2024-12-03 06:14:45,1.92,1.92,Buno-Bonnevaux,2024-12-03 06:12:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,27.15
Gare de Juvisy,onTime,2024-12-03 06:27:20,2024-12-03 06:27:20,2024-12-03 06:27:50,2024-12-03 06:27:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 06:27:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,27.15
Malesherbes,onTime,2024-12-03 06:31:40,2024-12-03 06:31:40,2024-12-03 06:32:10,2024-12-03 06:32:10,0.0,0.0,Buno-Bonnevaux,2024-12-03 06:31:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,27.15
Gare de Juvisy,onTime,2024-12-03 06:42:20,2024-12-03 06:42:20,2024-12-03 06:42:50,2024-12-03 06:42:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 06:42:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,27.15
Gare de Juvisy,onTime,2024-12-03 06:57:20,2024-12-03 06:57:20,2024-12-03 06:57:50,2024-12-03 06:57:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 06:57:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,27.15
Malesherbes,onTime,2024-12-03 07:01:40,2024-12-03 07:02:00,2024-12-03 07:02:10,2024-12-03 07:02:30,0.33,0.33,Buno-Bonnevaux,2024-12-03 07:01:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,24.41
Gare de Juvisy,onTime,2024-12-03 07:12:20,2024-12-03 07:14:30,2024-12-03 07:12:50,2024-12-03 07:15:00,2.17,2.17,Buno-Bonnevaux,2024-12-03 07:12:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,24.41
Gare de Juvisy,onTime,2024-12-03 07:27:20,2024-12-03 07:29:30,2024-12-03 07:27:50,2024-12-03 07:30:00,2.17,2.17,Buno-Bonnevaux,2024-12-03 07:27:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,24.41
Malesherbes,onTime,2024-12-03 07:31:40,2024-12-03 07:32:30,2024-12-03 07:32:10,2024-12-03 07:33:00,0.83,0.83,Buno-Bonnevaux,2024-12-03 07:31:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,24.41
Malesherbes,onTime,2024-12-03 08:01:40,2024-12-03 08:01:40,2024-12-03 08:02:10,2024-12-03 08:02:10,0.0,0.0,Buno-Bonnevaux,2024-12-03 08:01:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,9.69
Gare de Juvisy,onTime,2024-12-03 08:02:20,2024-12-03 08:05:00,2024-12-03 08:02:50,2024-12-03 08:05:30,2.67,2.67,Buno-Bonnevaux,2024-12-03 08:02:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,9.69
Malesherbes,onTime,2024-12-03 08:31:40,2024-12-03 08:33:30,2024-12-03 08:32:10,2024-12-03 08:34:00,1.83,1.83,Buno-Bonnevaux,2024-12-03 08:31:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,9.69
Gare de Juvisy,onTime,2024-12-03 08:32:20,2024-12-03 08:34:55,2024-12-03 08:32:50,2024-12-03 08:35:25,2.58,2.58,Buno-Bonnevaux,2024-12-03 08:32:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,9.69
Malesherbes,onTime,2024-12-03 09:01:40,2024-12-03 09:01:40,2024-12-03 09:02:10,2024-12-03 09:02:10,0.0,0.0,Buno-Bonnevaux,2024-12-03 09:01:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,4.26
Gare de Juvisy,onTime,2024-12-03 09:02:20,2024-12-03 09:02:20,2024-12-03 09:02:50,2024-12-03 09:02:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 09:02:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,4.26
Gare de Juvisy,onTime,2024-12-03 09:32:20,2024-12-03 09:33:00,2024-12-03 09:32:50,2024-12-03 09:33:30,0.67,0.67,Buno-Bonnevaux,2024-12-03 09:32:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,4.26
Malesherbes,onTime,2024-12-03 10:01:40,2024-12-03 10:01:40,2024-12-03 10:02:10,2024-12-03 10:02:10,0.0,0.0,Buno-Bonnevaux,2024-12-03 10:01:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,2.65
Gare de Juvisy,onTime,2024-12-03 10:32:20,2024-12-03 10:32:20,2024-12-03 10:32:50,2024-12-03 10:32:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 10:32:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,2.65
Malesherbes,onTime,2024-12-03 10:56:20,2024-12-03 10:56:20,2024-12-03 10:56:50,2024-12-03 10:56:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 10:56:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,2.65
Gare de Juvisy,onTime,2024-12-03 11:32:20,2024-12-03 11:33:00,2024-12-03 11:32:50,2024-12-03 11:33:30,0.67,0.67,Buno-Bonnevaux,2024-12-03 11:32:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.15
Malesherbes,onTime,2024-12-03 11:56:20,2024-12-03 11:56:20,2024-12-03 11:56:50,2024-12-03 11:56:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 11:56:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.15
Gare de Juvisy,onTime,2024-12-03 12:32:20,2024-12-03 12:33:42,2024-12-03 12:32:50,2024-12-03 12:34:12,1.37,1.37,Buno-Bonnevaux,2024-12-03 12:32:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.3
Malesherbes,onTime,2024-12-03 12:56:20,2024-12-03 12:56:20,2024-12-03 12:56:50,2024-12-03 12:56:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 12:56:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.3
Gare de Juvisy,onTime,2024-12-03 13:32:20,2024-12-03 13:33:00,2024-12-03 13:32:50,2024-12-03 13:33:30,0.67,0.67,Buno-Bonnevaux,2024-12-03 13:32:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.52
Malesherbes,onTime,2024-12-03 13:56:20,2024-12-03 13:56:20,2024-12-03 13:56:50,2024-12-03 13:56:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 13:56:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.52
Gare de Juvisy,onTime,2024-12-03 14:27:20,2024-12-03 14:27:20,2024-12-03 14:27:50,2024-12-03 14:27:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 14:27:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.32
Malesherbes,onTime,2024-12-03 14:56:20,2024-12-03 14:56:50,2024-12-03 14:56:50,2024-12-03 14:57:20,0.5,0.5,Buno-Bonnevaux,2024-12-03 14:56:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.32
Malesherbes,onTime,2024-12-03 15:26:20,2024-12-03 15:28:00,2024-12-03 15:26:50,2024-12-03 15:28:30,1.67,1.67,Buno-Bonnevaux,2024-12-03 15:26:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.54
Gare de Juvisy,onTime,2024-12-03 15:27:20,2024-12-03 15:27:20,2024-12-03 15:27:50,2024-12-03 15:27:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 15:27:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.54
Malesherbes,onTime,2024-12-03 15:56:20,2024-12-03 15:56:20,2024-12-03 15:56:50,2024-12-03 15:56:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 15:56:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.54
Gare de Juvisy,onTime,2024-12-03 15:57:20,2024-12-03 15:57:20,2024-12-03 15:57:50,2024-12-03 15:57:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 15:57:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.54
Malesherbes,onTime,2024-12-03 16:26:20,2024-12-03 16:30:10,2024-12-03 16:26:50,2024-12-03 16:30:40,3.83,3.83,Buno-Bonnevaux,2024-12-03 16:26:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,4.43
Gare de Juvisy,onTime,2024-12-03 16:27:20,2024-12-03 16:27:05,2024-12-03 16:27:50,2024-12-03 16:27:50,-0.25,0.0,Buno-Bonnevaux,2024-12-03 16:27:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,4.43
Gare de Juvisy,onTime,2024-12-03 16:57:20,2024-12-03 16:57:20,2024-12-03 16:57:50,2024-12-03 16:57:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 16:57:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,4.43
Malesherbes,onTime,2024-12-03 17:01:40,2024-12-03 17:02:47,2024-12-03 17:02:10,2024-12-03 17:03:17,1.12,1.12,Buno-Bonnevaux,2024-12-03 17:01:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,3.42
Malesherbes,onTime,2024-12-03 17:16:40,2024-12-03 17:16:40,2024-12-03 17:17:10,2024-12-03 17:17:10,0.0,0.0,Buno-Bonnevaux,2024-12-03 17:16:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,3.42
Gare de Juvisy,onTime,2024-12-03 17:27:20,2024-12-03 17:32:00,2024-12-03 17:27:50,2024-12-03 17:32:30,4.67,4.67,Buno-Bonnevaux,2024-12-03 17:27:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,3.42
Malesherbes,onTime,2024-12-03 17:31:40,2024-12-03 17:32:30,2024-12-03 17:32:10,2024-12-03 17:33:00,0.83,0.83,Buno-Bonnevaux,2024-12-03 17:31:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,3.42
Malesherbes,onTime,2024-12-03 17:46:40,2024-12-03 17:48:10,2024-12-03 17:47:10,2024-12-03 17:48:40,1.5,1.5,Buno-Bonnevaux,2024-12-03 17:46:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,3.42
Gare de Juvisy,onTime,2024-12-03 17:57:20,2024-12-03 17:57:20,2024-12-03 17:57:50,2024-12-03 17:57:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 17:57:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,3.42
Malesherbes,delayed,2024-12-03 18:01:40,2024-12-03 18:11:46,2024-12-03 18:02:10,2024-12-03 18:12:16,10.1,10.1,Buno-Bonnevaux,2024-12-03 18:01:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.76
Malesherbes,onTime,2024-12-03 18:16:40,2024-12-03 18:16:40,2024-12-03 18:17:10,2024-12-03 18:17:10,0.0,0.0,Buno-Bonnevaux,2024-12-03 18:16:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.76
Gare de Juvisy,delayed,2024-12-03 18:27:20,2024-12-03 18:37:54,2024-12-03 18:27:50,2024-12-03 18:38:24,10.57,10.57,Buno-Bonnevaux,2024-12-03 18:27:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.76
Malesherbes,onTime,2024-12-03 18:31:40,2024-12-03 18:35:10,2024-12-03 18:32:10,2024-12-03 18:35:40,3.5,3.5,Buno-Bonnevaux,2024-12-03 18:31:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.76
Malesherbes,onTime,2024-12-03 18:46:40,2024-12-03 18:46:40,2024-12-03 18:47:10,2024-12-03 18:47:10,0.0,0.0,Buno-Bonnevaux,2024-12-03 18:46:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.76
Gare de Juvisy,onTime,2024-12-03 18:57:20,2024-12-03 18:57:20,2024-12-03 18:57:50,2024-12-03 18:57:50,0.0,0.0,Buno-Bonnevaux,2024-12-03 18:57:20,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,1.76
Malesherbes,onTime,2024-12-03 19:01:40,2024-12-03 19:01:50,2024-12-03 19:02:10,2024-12-03 19:02:20,0.17,0.17,Buno-Bonnevaux,2024-12-03 19:01:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,0.63
Malesherbes,onTime,2024-12-03 19:16:40,2024-12-03 19:16:51,2024-12-03 19:17:10,2024-12-03 19:17:21,0.18,0.18,Buno-Bonnevaux,2024-12-03 19:16:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,0.63
Malesherbes,onTime,2024-12-03 19:31:40,2024-12-03 19:31:40,2024-12-03 19:32:10,2024-12-03 19:32:10,0.0,0.0,Buno-Bonnevaux,2024-12-03 19:31:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,0.63
Malesherbes,onTime,2024-12-03 19:46:40,2024-12-03 19:46:40,2024-12-03 19:47:10,2024-12-03 19:47:10,0.0,0.0,Buno-Bonnevaux,2024-12-03 19:46:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,0.63
Malesherbes,onTime,2024-12-03 20:16:40,2024-12-03 20:16:58,2024-12-03 20:17:10,2024-12-03 20:17:28,0.3,0.3,Buno-Bonnevaux,2024-12-03 20:16:40,,,,,8.55,0.0,0.0,0.0,5.45,17.28,24340.0,False,2024-12-03,1,JOHV,0,0,0,0,0,0,0.1
