stop_name,destination_name,departure_status,real_arrival,real_departure,ArRTown,temperature_2m,precipitation,rain,snowfall,wind_speed_10m,wind_gusts_10m,visibility,is_day,Date,day_of_week,day_type,is_bank_holiday,is_holiday,saturday,sunday,is_weekend,is_weekend_or_bank_holiday,pourc_validations
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 04:32:36,2024-11-07 04:32:36,Paris 6e,10.15,0.0,0.0,0.0,5.12,12.6,3160.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.0
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 04:36:56,2024-11-07 04:36:56,Paris 6e,10.15,0.0,0.0,0.0,5.12,12.6,3160.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.0
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 04:44:06,2024-11-07 04:44:06,Paris 6e,10.15,0.0,0.0,0.0,4.9,12.24,3180.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.0
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 04:45:56,2024-11-07 04:45:56,Paris 6e,10.15,0.0,0.0,0.0,4.9,12.24,3180.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.0
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 04:48:06,2024-11-07 04:48:06,Paris 6e,10.15,0.0,0.0,0.0,4.9,12.24,3180.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.0
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 05:31:29,2024-11-07 05:31:29,Paris 6e,10.3,0.0,0.0,0.0,4.61,11.16,3220.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.11
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 05:34:42,2024-11-07 05:34:42,Paris 6e,10.3,0.0,0.0,0.0,4.61,11.16,3220.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.11
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 05:35:38,2024-11-07 05:35:38,Paris 6e,10.3,0.0,0.0,0.0,4.61,11.16,3220.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.11
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 05:38:39,2024-11-07 05:38:39,Paris 6e,10.35,0.0,0.0,0.0,4.84,10.44,3240.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.11
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 05:39:06,2024-11-07 05:39:06,Paris 6e,10.35,0.0,0.0,0.0,4.84,10.44,3240.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.11
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 05:42:29,2024-11-07 05:42:29,Paris 6e,10.35,0.0,0.0,0.0,4.84,10.44,3240.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.11
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 05:43:09,2024-11-07 05:43:09,Paris 6e,10.35,0.0,0.0,0.0,4.84,10.44,3240.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.11
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 05:46:07,2024-11-07 05:46:07,Paris 6e,10.35,0.0,0.0,0.0,4.84,10.44,3240.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.11
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 06:31:43,2024-11-07 06:31:43,Paris 6e,10.5,0.0,0.0,0.0,4.84,10.44,2900.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.3
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 06:32:59,2024-11-07 06:32:59,Paris 6e,10.5,0.0,0.0,0.0,4.84,10.44,2900.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.3
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 06:34:22,2024-11-07 06:34:22,Paris 6e,10.5,0.0,0.0,0.0,4.84,10.44,2900.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.3
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 06:35:11,2024-11-07 06:35:11,Paris 6e,10.5,0.0,0.0,0.0,4.84,10.44,2900.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.3
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 06:36:26,2024-11-07 06:36:26,Paris 6e,10.5,0.0,0.0,0.0,4.84,10.44,2900.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.3
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 06:38:01,2024-11-07 06:38:01,Paris 6e,10.5,0.0,0.0,0.0,4.9,10.44,2720.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.3
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 06:38:20,2024-11-07 06:38:20,Paris 6e,10.5,0.0,0.0,0.0,4.9,10.44,2720.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.3
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 06:38:57,2024-11-07 06:38:57,Paris 6e,10.5,0.0,0.0,0.0,4.9,10.44,2720.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,0.3
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 07:31:05,2024-11-07 07:31:05,Paris 6e,10.7,0.0,0.0,0.0,4.83,10.8,2360.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,1.18
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 07:31:55,2024-11-07 07:31:55,Paris 6e,10.7,0.0,0.0,0.0,4.83,10.8,2360.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,1.18
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 07:33:58,2024-11-07 07:33:58,Paris 6e,10.7,0.0,0.0,0.0,4.83,10.8,2360.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,1.18
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 07:35:00,2024-11-07 07:35:00,Paris 6e,10.7,0.0,0.0,0.0,4.83,10.8,2360.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,1.18
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 07:35:55,2024-11-07 07:35:55,Paris 6e,10.7,0.0,0.0,0.0,4.83,10.8,2360.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,1.18
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 07:37:23,2024-11-07 07:37:23,Paris 6e,10.7,0.0,0.0,0.0,4.83,10.8,2360.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,1.18
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 07:37:51,2024-11-07 07:37:51,Paris 6e,10.8,0.0,0.0,0.0,4.68,10.8,2260.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,1.18
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 07:38:53,2024-11-07 07:38:53,Paris 6e,10.8,0.0,0.0,0.0,4.68,10.8,2260.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,1.18
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 08:29:26,2024-11-07 08:29:26,Paris 6e,11.35,0.0,0.0,0.0,8.31,13.32,5380.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.02
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 08:29:36,2024-11-07 08:29:36,Paris 6e,11.35,0.0,0.0,0.0,8.31,13.32,5380.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.02
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 08:31:57,2024-11-07 08:31:57,Paris 6e,11.35,0.0,0.0,0.0,8.31,13.32,5380.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.02
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 08:32:06,2024-11-07 08:32:06,Paris 6e,11.35,0.0,0.0,0.0,8.31,13.32,5380.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.02
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 08:33:57,2024-11-07 08:33:57,Paris 6e,11.35,0.0,0.0,0.0,8.31,13.32,5380.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.02
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 08:34:10,2024-11-07 08:34:10,Paris 6e,11.35,0.0,0.0,0.0,8.31,13.32,5380.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.02
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 08:35:56,2024-11-07 08:35:56,Paris 6e,11.35,0.0,0.0,0.0,8.31,13.32,5380.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.02
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 08:36:06,2024-11-07 08:36:06,Paris 6e,11.35,0.0,0.0,0.0,8.31,13.32,5380.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.02
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 09:29:18,2024-11-07 09:29:18,Paris 6e,12.2,0.0,0.0,0.0,9.73,18.36,9180.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.86
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 09:31:28,2024-11-07 09:31:28,Paris 6e,12.2,0.0,0.0,0.0,9.73,18.36,9180.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.86
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 09:32:06,2024-11-07 09:32:06,Paris 6e,12.2,0.0,0.0,0.0,9.73,18.36,9180.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.86
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 09:32:46,2024-11-07 09:32:46,Paris 6e,12.2,0.0,0.0,0.0,9.73,18.36,9180.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.86
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 09:33:26,2024-11-07 09:33:26,Paris 6e,12.2,0.0,0.0,0.0,9.73,18.36,9180.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.86
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 09:36:24,2024-11-07 09:36:24,Paris 6e,12.2,0.0,0.0,0.0,9.73,18.36,9180.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.86
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 09:37:54,2024-11-07 09:37:54,Paris 6e,12.35,0.0,0.0,0.0,8.65,19.8,9460.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.86
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 09:41:16,2024-11-07 09:41:16,Paris 6e,12.35,0.0,0.0,0.0,8.65,19.8,9460.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.86
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 10:30:10,2024-11-07 10:30:10,Paris 6e,12.7,0.0,0.0,0.0,9.18,20.88,11760.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.93
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 10:32:08,2024-11-07 10:32:08,Paris 6e,12.7,0.0,0.0,0.0,9.18,20.88,11760.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.93
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 10:34:08,2024-11-07 10:34:08,Paris 6e,12.7,0.0,0.0,0.0,9.18,20.88,11760.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.93
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 10:34:29,2024-11-07 10:34:29,Paris 6e,12.7,0.0,0.0,0.0,9.18,20.88,11760.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.93
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 10:36:39,2024-11-07 10:36:39,Paris 6e,12.7,0.0,0.0,0.0,9.18,20.88,11760.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.93
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 10:37:09,2024-11-07 10:37:09,Paris 6e,12.7,0.0,0.0,0.0,9.18,20.88,11760.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.93
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 10:39:40,2024-11-07 10:39:40,Paris 6e,12.75,0.0,0.0,0.0,9.61,20.52,12740.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.93
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 10:40:09,2024-11-07 10:40:09,Paris 6e,12.75,0.0,0.0,0.0,9.61,20.52,12740.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,2.93
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 11:30:13,2024-11-07 11:30:13,Paris 6e,12.65,0.0,0.0,0.0,8.65,20.16,11940.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.81
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 11:32:15,2024-11-07 11:32:15,Paris 6e,12.65,0.0,0.0,0.0,8.65,20.16,11940.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.81
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 11:33:39,2024-11-07 11:33:39,Paris 6e,12.65,0.0,0.0,0.0,8.65,20.16,11940.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.81
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 11:35:18,2024-11-07 11:35:18,Paris 6e,12.65,0.0,0.0,0.0,8.65,20.16,11940.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.81
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 11:36:46,2024-11-07 11:36:46,Paris 6e,12.65,0.0,0.0,0.0,8.65,20.16,11940.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.81
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 11:39:21,2024-11-07 11:39:21,Paris 6e,12.55,0.0,0.0,0.0,7.97,20.16,11020.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.81
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 11:39:39,2024-11-07 11:39:39,Paris 6e,12.55,0.0,0.0,0.0,7.97,20.16,11020.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.81
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 11:42:11,2024-11-07 11:42:11,Paris 6e,12.55,0.0,0.0,0.0,7.97,20.16,11020.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,3.81
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 12:30:15,2024-11-07 12:30:15,Paris 6e,12.5,0.0,0.0,0.0,7.07,17.64,11020.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.8
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 12:31:43,2024-11-07 12:31:43,Paris 6e,12.5,0.0,0.0,0.0,7.07,17.64,11020.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.8
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 12:33:35,2024-11-07 12:33:35,Paris 6e,12.5,0.0,0.0,0.0,7.07,17.64,11020.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.8
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 12:34:03,2024-11-07 12:34:03,Paris 6e,12.5,0.0,0.0,0.0,7.07,17.64,11020.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.8
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 12:36:35,2024-11-07 12:36:35,Paris 6e,12.5,0.0,0.0,0.0,7.07,17.64,11020.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.8
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 12:36:39,2024-11-07 12:36:39,Paris 6e,12.5,0.0,0.0,0.0,7.07,17.64,11020.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.8
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 12:39:35,2024-11-07 12:39:35,Paris 6e,12.55,0.0,0.0,0.0,6.99,16.2,11480.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.8
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 12:39:49,2024-11-07 12:39:49,Paris 6e,12.55,0.0,0.0,0.0,6.99,16.2,11480.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.8
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 13:31:09,2024-11-07 13:31:09,Paris 6e,12.75,0.0,0.0,0.0,6.88,14.76,15420.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.78
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 13:33:40,2024-11-07 13:33:40,Paris 6e,12.75,0.0,0.0,0.0,6.88,14.76,15420.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.78
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 13:34:25,2024-11-07 13:34:25,Paris 6e,12.75,0.0,0.0,0.0,6.88,14.76,15420.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.78
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 13:36:40,2024-11-07 13:36:40,Paris 6e,12.75,0.0,0.0,0.0,6.88,14.76,15420.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.78
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 13:37:25,2024-11-07 13:37:25,Paris 6e,12.75,0.0,0.0,0.0,6.88,14.76,15420.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.78
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 13:39:41,2024-11-07 13:39:41,Paris 6e,12.8,0.0,0.0,0.0,6.88,15.12,17180.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.78
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 13:40:10,2024-11-07 13:40:10,Paris 6e,12.8,0.0,0.0,0.0,6.88,15.12,17180.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.78
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 13:42:40,2024-11-07 13:42:40,Paris 6e,12.8,0.0,0.0,0.0,6.88,15.12,17180.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,5.78
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 16:16:32,2024-11-07 16:16:32,Paris 6e,11.75,0.0,0.0,0.0,7.93,16.2,10000.0,True,2024-11-07,3,JOHV,0,0,0,0,0,0,10.05
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 16:31:53,2024-11-07 16:31:53,Paris 6e,11.65,0.0,0.0,0.0,8.29,16.92,10360.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,10.05
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 16:34:51,2024-11-07 16:34:51,Paris 6e,11.65,0.0,0.0,0.0,8.29,16.92,10360.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,10.05
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 16:35:16,2024-11-07 16:35:16,Paris 6e,11.65,0.0,0.0,0.0,8.29,16.92,10360.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,10.05
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 16:36:35,2024-11-07 16:36:35,Paris 6e,11.65,0.0,0.0,0.0,8.29,16.92,10360.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,10.05
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 16:37:05,2024-11-07 16:37:05,Paris 6e,11.65,0.0,0.0,0.0,8.29,16.92,10360.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,10.05
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 16:37:38,2024-11-07 16:37:38,Paris 6e,11.55,0.0,0.0,0.0,8.65,17.64,10700.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,10.05
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 16:38:47,2024-11-07 16:38:47,Paris 6e,11.55,0.0,0.0,0.0,8.65,17.64,10700.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,10.05
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 16:40:38,2024-11-07 16:40:38,Paris 6e,11.55,0.0,0.0,0.0,8.65,17.64,10700.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,10.05
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 17:35:53,2024-11-07 17:35:53,Paris 6e,11.2,0.0,0.0,0.0,9.72,18.36,10500.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,13.5
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 17:36:05,2024-11-07 17:36:05,Paris 6e,11.2,0.0,0.0,0.0,9.72,18.36,10500.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,13.5
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 17:38:00,2024-11-07 17:38:00,Paris 6e,11.05,0.0,0.0,0.0,9.72,18.72,10200.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,13.5
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 17:38:46,2024-11-07 17:38:46,Paris 6e,11.05,0.0,0.0,0.0,9.72,18.72,10200.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,13.5
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 17:40:06,2024-11-07 17:40:06,Paris 6e,11.05,0.0,0.0,0.0,9.72,18.72,10200.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,13.5
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 17:40:41,2024-11-07 17:40:41,Paris 6e,11.05,0.0,0.0,0.0,9.72,18.72,10200.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,13.5
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 17:42:04,2024-11-07 17:42:04,Paris 6e,11.05,0.0,0.0,0.0,9.72,18.72,10200.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,13.5
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 18:28:07,2024-11-07 18:28:07,Paris 6e,10.65,0.0,0.0,0.0,10.5,20.16,12340.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,12.44
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 18:31:07,2024-11-07 18:31:07,Paris 6e,10.65,0.0,0.0,0.0,10.5,20.16,12340.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,12.44
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 18:33:36,2024-11-07 18:33:36,Paris 6e,10.65,0.0,0.0,0.0,10.5,20.16,12340.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,12.44
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 18:34:01,2024-11-07 18:34:01,Paris 6e,10.65,0.0,0.0,0.0,10.5,20.16,12340.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,12.44
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 18:35:45,2024-11-07 18:35:45,Paris 6e,10.65,0.0,0.0,0.0,10.5,20.16,12340.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,12.44
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 18:37:35,2024-11-07 18:37:35,Paris 6e,10.5,0.0,0.0,0.0,10.95,21.24,13560.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,12.44
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 18:38:45,2024-11-07 18:38:45,Paris 6e,10.5,0.0,0.0,0.0,10.95,21.24,13560.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,12.44
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 18:40:04,2024-11-07 18:40:04,Paris 6e,10.5,0.0,0.0,0.0,10.95,21.24,13560.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,12.44
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 18:44:04,2024-11-07 18:44:04,Paris 6e,10.5,0.0,0.0,0.0,10.95,21.24,13560.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,12.44
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 19:32:07,2024-11-07 19:32:07,Paris 6e,9.85,0.0,0.0,0.0,11.18,22.32,13200.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,11.04
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 19:33:41,2024-11-07 19:33:41,Paris 6e,9.85,0.0,0.0,0.0,11.18,22.32,13200.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,11.04
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 19:36:07,2024-11-07 19:36:07,Paris 6e,9.85,0.0,0.0,0.0,11.18,22.32,13200.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,11.04
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 19:37:37,2024-11-07 19:37:37,Paris 6e,9.6,0.0,0.0,0.0,11.28,22.68,12400.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,11.04
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 19:40:07,2024-11-07 19:40:07,Paris 6e,9.6,0.0,0.0,0.0,11.28,22.68,12400.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,11.04
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 19:40:07,2024-11-07 19:40:07,Paris 6e,9.6,0.0,0.0,0.0,11.28,22.68,12400.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,11.04
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 19:43:43,2024-11-07 19:43:43,Paris 6e,9.6,0.0,0.0,0.0,11.28,22.68,12400.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,11.04
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 19:44:37,2024-11-07 19:44:37,Paris 6e,9.6,0.0,0.0,0.0,11.28,22.68,12400.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,11.04
Saint-Germain des Prés,Porte de Clignancourt,onTime,2024-11-07 20:32:06,2024-11-07 20:32:06,Paris 6e,9.05,0.0,0.0,0.0,11.18,23.04,6520.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,5.06
Saint-Germain des Prés,Bagneux - Lucie Aubrac,onTime,2024-11-07 20:32:29,2024-11-07 20:32:29,Paris 6e,9.05,0.0,0.0,0.0,11.18,23.04,6520.0,False,2024-11-07,3,JOHV,0,0,0,0,0,0,5.06
